country, quarter, unit, value$
"United States", "1960-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 302.749
"United States", "1961-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 301.703
"United States", "1961-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 301.694
"United States", "1961-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 308.948
"United States", "1961-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 312.919
"United States", "1962-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 318.077
"United States", "1962-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 318.683
"United States", "1962-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 321.816
"United States", "1962-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 329.087
"United States", "1963-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 329.458
"United States", "1963-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 330.685
"United States", "1963-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 330.06
"United States", "1963-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 334.456
"United States", "1964-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 334.828
"United States", "1964-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 338.029
"United States", "1964-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 341.977
"United States", "1964-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 347.255
"United States", "1965-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 348.664
"United States", "1965-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 348.433
"United States", "1965-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 346.716
"United States", "1965-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 350.077
"United States", "1966-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 352.357
"United States", "1966-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 348.537
"United States", "1966-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 350.589
"United States", "1966-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 363.502
"United States", "1967-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 370.736
"United States", "1967-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 358.971
"United States", "1967-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 369.405
"United States", "1967-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 377.898
"United States", "1968-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 386.709
"United States", "1968-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 388.221
"United States", "1968-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 400.141
"United States", "1968-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 397.879
"United States", "1969-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 400.567
"United States", "1969-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 388.127
"United States", "1969-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 387.856
"United States", "1969-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 392.827
"United States", "1970-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 405.232
"United States", "1970-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 400.404
"United States", "1970-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 416.397
"United States", "1970-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 440.163
"United States", "1971-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 457.575
"United States", "1971-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 450.101
"United States", "1971-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 472.195
"United States", "1971-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 492.668
"United States", "1972-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 496.005
"United States", "1972-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 496.319
"United States", "1972-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 502.27
"United States", "1972-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 516.908
"United States", "1973-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 521.459
"United States", "1973-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 517.972
"United States", "1973-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 523.188
"United States", "1973-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 533.255
"United States", "1974-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 532.637
"United States", "1974-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 532.204
"United States", "1974-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 541.526
"United States", "1974-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 561.139
"United States", "1975-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 584.363
"United States", "1975-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 609.07
"United States", "1975-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 625.292
"United States", "1975-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 664.762
"United States", "1976-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 689.712
"United States", "1976-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 709.219
"United States", "1976-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 733.502
"United States", "1976-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 758.287
"United States", "1977-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 761.728
"United States", "1977-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 768.013
"United States", "1977-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 785.349
"United States", "1977-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 796.9
"United States", "1978-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 811.375
"United States", "1978-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 814.259
"United States", "1978-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 838.877
"United States", "1978-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 848.482
"United States", "1979-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 863.905
"United States", "1979-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 879.931
"United States", "1979-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 891.691
"United States", "1979-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 906.954
"United States", "1980-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 888.682
"United States", "1980-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 971.329
"United States", "1980-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 965.774
"United States", "1980-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 984.939
"United States", "1981-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1016.03
"United States", "1981-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1002.9
"United States", "1981-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1007.3
"United States", "1981-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1091.37
"United States", "1982-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1118.14
"United States", "1982-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1130.76
"United States", "1982-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1280.14
"United States", "1982-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1380.15
"United States", "1983-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1425.43
"United States", "1983-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1469.62
"United States", "1983-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1527.5
"United States", "1983-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1557.92
"United States", "1984-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1590.22
"United States", "1984-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1590.52
"United States", "1984-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1714.76
"United States", "1984-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1826.92
"United States", "1985-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1877.82
"United States", "1985-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 2001.9
"United States", "1985-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 2070.32
"United States", "1985-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 2261.06
"United States", "1986-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 2389.71
"United States", "1986-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 2428.58
"United States", "1986-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 2499.92
"United States", "1986-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 2597.45
"United States", "1987-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 2604.75
"United States", "1987-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 2586.53
"United States", "1987-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 2552.7
"United States", "1987-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 2702.38
"United States", "1988-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 2759.2
"United States", "1988-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 2775.17
"United States", "1988-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 2846.0
"United States", "1988-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 2904.52
"United States", "1989-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 2932.46
"United States", "1989-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 3073.98
"United States", "1989-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 3109.91
"United States", "1989-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 3241.79
"United States", "1990-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 3193.63
"United States", "1990-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 3271.62
"United States", "1990-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 3324.82
"United States", "1990-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 3508.33
"United States", "1991-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 3560.4
"United States", "1991-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 3609.46
"United States", "1991-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 3790.54
"United States", "1991-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 4047.68
"United States", "1992-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 3994.35
"United States", "1992-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 4155.07
"United States", "1992-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 4334.58
"United States", "1992-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 4398.34
"United States", "1993-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 4527.14
"United States", "1993-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 4651.93
"United States", "1993-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 4775.15
"United States", "1993-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 4801.58
"United States", "1994-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 4692.85
