country, value, units, quarter, value$
"Philippines", "Nominal", "Year-on-year changes, in per cent", "2011-Q4", 4.77
"Philippines", "Nominal", "Year-on-year changes, in per cent", "2012-Q1", 10.48
"Philippines", "Nominal", "Year-on-year changes, in per cent", "2012-Q2", 8.83
"Philippines", "Nominal", "Year-on-year changes, in per cent", "2012-Q3", 8.29
"Philippines", "Nominal", "Year-on-year changes, in per cent", "2012-Q4", 10.06
"Philippines", "Nominal", "Year-on-year changes, in per cent", "2013-Q1", 5.56
"Philippines", "Nominal", "Year-on-year changes, in per cent", "2013-Q2", 11.52
"Philippines", "Nominal", "Year-on-year changes, in per cent", "2013-Q3", 13.78
"Philippines", "Nominal", "Year-on-year changes, in per cent", "2013-Q4", 14.37
"Philippines", "Nominal", "Year-on-year changes, in per cent", "2014-Q1", 13.4
"Philippines", "Nominal", "Year-on-year changes, in per cent", "2014-Q2", 7.27
"Philippines", "Nominal", "Year-on-year changes, in per cent", "2014-Q3", 8.11
"Philippines", "Nominal", "Year-on-year changes, in per cent", "2014-Q4", 7.11
"Philippines", "Nominal", "Year-on-year changes, in per cent", "2015-Q1", 7.92
"Philippines", "Nominal", "Year-on-year changes, in per cent", "2015-Q2", 7.9
"Philippines", "Nominal", "Year-on-year changes, in per cent", "2015-Q3", 5.78
"Philippines", "Nominal", "Year-on-year changes, in per cent", "2015-Q4", 4.71
"Philippines", "Nominal", "Year-on-year changes, in per cent", "2016-Q1", 3.16
"Philippines", "Nominal", "Year-on-year changes, in per cent", "2016-Q2", -0.96
"Philippines", "Nominal", "Year-on-year changes, in per cent", "2016-Q3", -2.99
"Philippines", "Real", "Index, 2010 = 100", "2008-Q1", 107.81
"Philippines", "Real", "Index, 2010 = 100", "2008-Q2", 109.65
"Philippines", "Real", "Index, 2010 = 100", "2008-Q3", 106.78
"Philippines", "Real", "Index, 2010 = 100", "2008-Q4", 107.0
"Philippines", "Real", "Index, 2010 = 100", "2009-Q1", 105.4
"Philippines", "Real", "Index, 2010 = 100", "2009-Q2", 104.4
"Philippines", "Real", "Index, 2010 = 100", "2009-Q3", 102.32
"Philippines", "Real", "Index, 2010 = 100", "2009-Q4", 100.69
"Philippines", "Real", "Index, 2010 = 100", "2010-Q1", 99.62
"Philippines", "Real", "Index, 2010 = 100", "2010-Q2", 99.67
"Philippines", "Real", "Index, 2010 = 100", "2010-Q3", 100.41
"Philippines", "Real", "Index, 2010 = 100", "2010-Q4", 100.29
"Philippines", "Real", "Index, 2010 = 100", "2011-Q1", 99.22
"Philippines", "Real", "Index, 2010 = 100", "2011-Q2", 100.61
"Philippines", "Real", "Index, 2010 = 100", "2011-Q3", 101.09
"Philippines", "Real", "Index, 2010 = 100", "2011-Q4", 100.38
"Philippines", "Real", "Index, 2010 = 100", "2012-Q1", 106.31
"Philippines", "Real", "Index, 2010 = 100", "2012-Q2", 106.31
"Philippines", "Real", "Index, 2010 = 100", "2012-Q3", 105.69
"Philippines", "Real", "Index, 2010 = 100", "2012-Q4", 107.25
"Philippines", "Real", "Index, 2010 = 100", "2013-Q1", 108.71
"Philippines", "Real", "Index, 2010 = 100", "2013-Q2", 115.5
"Philippines", "Real", "Index, 2010 = 100", "2013-Q3", 117.42
"Philippines", "Real", "Index, 2010 = 100", "2013-Q4", 118.58
"Philippines", "Real", "Index, 2010 = 100", "2014-Q1", 118.44
"Philippines", "Real", "Index, 2010 = 100", "2014-Q2", 118.73
"Philippines", "Real", "Index, 2010 = 100", "2014-Q3", 121.23
"Philippines", "Real", "Index, 2010 = 100", "2014-Q4", 122.65
"Philippines", "Real", "Index, 2010 = 100", "2015-Q1", 124.81
"Philippines", "Real", "Index, 2010 = 100", "2015-Q2", 126.03
"Philippines", "Real", "Index, 2010 = 100", "2015-Q3", 127.48
"Philippines", "Real", "Index, 2010 = 100", "2015-Q4", 127.16
"Philippines", "Real", "Index, 2010 = 100", "2016-Q1", 127.3
"Philippines", "Real", "Index, 2010 = 100", "2016-Q2", 122.93
"Philippines", "Real", "Index, 2010 = 100", "2016-Q3", 121.24
"Philippines", "Real", "Year-on-year changes, in per cent", "2009-Q1", -2.24
"Philippines", "Real", "Year-on-year changes, in per cent", "2009-Q2", -4.79
"Philippines", "Real", "Year-on-year changes, in per cent", "2009-Q3", -4.18
"Philippines", "Real", "Year-on-year changes, in per cent", "2009-Q4", -5.9
"Philippines", "Real", "Year-on-year changes, in per cent", "2010-Q1", -5.48
"Philippines", "Real", "Year-on-year changes, in per cent", "2010-Q2", -4.53
"Philippines", "Real", "Year-on-year changes, in per cent", "2010-Q3", -1.87
"Philippines", "Real", "Year-on-year changes, in per cent", "2010-Q4", -0.4
"Philippines", "Real", "Year-on-year changes, in per cent", "2011-Q1", -0.41
"Philippines", "Real", "Year-on-year changes, in per cent", "2011-Q2", 0.94
"Philippines", "Real", "Year-on-year changes, in per cent", "2011-Q3", 0.68
"Philippines", "Real", "Year-on-year changes, in per cent", "2011-Q4", 0.09
"Philippines", "Real", "Year-on-year changes, in per cent", "2012-Q1", 7.14
"Philippines", "Real", "Year-on-year changes, in per cent", "2012-Q2", 5.67
"Philippines", "Real", "Year-on-year changes, in per cent", "2012-Q3", 4.55
"Philippines", "Real", "Year-on-year changes, in per cent", "2012-Q4", 6.85
"Philippines", "Real", "Year-on-year changes, in per cent", "2013-Q1", 2.26
"Philippines", "Real", "Year-on-year changes, in per cent", "2013-Q2", 8.65
"Philippines", "Real", "Year-on-year changes, in per cent", "2013-Q3", 11.1
"Philippines", "Real", "Year-on-year changes, in per cent", "2013-Q4", 10.56
"Philippines", "Real", "Year-on-year changes, in per cent", "2014-Q1", 8.95
"Philippines", "Real", "Year-on-year changes, in per cent", "2014-Q2", 2.79
"Philippines", "Real", "Year-on-year changes, in per cent", "2014-Q3", 3.24
"Philippines", "Real", "Year-on-year changes, in per cent", "2014-Q4", 3.43
"Philippines", "Real", "Year-on-year changes, in per cent", "2015-Q1", 5.37
"Philippines", "Real", "Year-on-year changes, in per cent", "2015-Q2", 6.15
"Philippines", "Real", "Year-on-year changes, in per cent", "2015-Q3", 5.16
"Philippines", "Real", "Year-on-year changes, in per cent", "2015-Q4", 3.67
"Philippines", "Real", "Year-on-year changes, in per cent", "2016-Q1", 2.0
"Philippines", "Real", "Year-on-year changes, in per cent", "2016-Q2", -2.45
"Philippines", "Real", "Year-on-year changes, in per cent", "2016-Q3", -4.89
"Poland", "Nominal", "Index, 2010 = 100", "2010-Q1", 99.05
"Poland", "Nominal", "Index, 2010 = 100", "2010-Q2", 100.25
"Poland", "Nominal", "Index, 2010 = 100", "2010-Q3", 100.39
"Poland", "Nominal", "Index, 2010 = 100", "2010-Q4", 100.32
"Poland", "Nominal", "Index, 2010 = 100", "2011-Q1", 100.25
"Poland", "Nominal", "Index, 2010 = 100", "2011-Q2", 100.9
"Poland", "Nominal", "Index, 2010 = 100", "2011-Q3", 99.8
"Poland", "Nominal", "Index, 2010 = 100", "2011-Q4", 99.34
"Poland", "Nominal", "Index, 2010 = 100", "2012-Q1", 98.0
"Poland", "Nominal", "Index, 2010 = 100", "2012-Q2", 97.35
"Poland", "Nominal", "Index, 2010 = 100", "2012-Q3", 96.02
"Poland", "Nominal", "Index, 2010 = 100", "2012-Q4", 94.96
"Poland", "Nominal", "Index, 2010 = 100", "2013-Q1", 92.51
"Poland", "Nominal", "Index, 2010 = 100", "2013-Q2", 92.33
"Poland", "Nominal", "Index, 2010 = 100", "2013-Q3", 92.26
"Poland", "Nominal", "Index, 2010 = 100", "2013-Q4", 92.31
"Poland", "Nominal", "Index, 2010 = 100", "2014-Q1", 91.99
"Poland", "Nominal", "Index, 2010 = 100", "2014-Q2", 94.02
"Poland", "Nominal", "Index, 2010 = 100", "2014-Q3", 93.42
"Poland", "Nominal", "Index, 2010 = 100", "2014-Q4", 93.63
"Poland", "Nominal", "Index, 2010 = 100", "2015-Q1", 93.79
"Poland", "Nominal", "Index, 2010 = 100", "2015-Q2", 95.1
"Poland", "Nominal", "Index, 2010 = 100", "2015-Q3", 95.28
"Poland", "Nominal", "Index, 2010 = 100", "2015-Q4", 94.57
"Poland", "Nominal", "Index, 2010 = 100", "2016-Q1", 94.69
"Poland", "Nominal", "Index, 2010 = 100", "2016-Q2", 95.48
"Poland", "Nominal", "Index, 2010 = 100", "2016-Q3", 97.27
"Poland", "Nominal", "Year-on-year changes, in per cent", "2011-Q1", 1.21
"Poland", "Nominal", "Year-on-year changes, in per cent", "2011-Q2", 0.65
"Poland", "Nominal", "Year-on-year changes, in per cent", "2011-Q3", -0.59
"Poland", "Nominal", "Year-on-year changes, in per cent", "2011-Q4", -0.98
"Poland", "Nominal", "Year-on-year changes, in per cent", "2012-Q1", -2.24
"Poland", "Nominal", "Year-on-year changes, in per cent", "2012-Q2", -3.52
"Poland", "Nominal", "Year-on-year changes, in per cent", "2012-Q3", -3.79
"Poland", "Nominal", "Year-on-year changes, in per cent", "2012-Q4", -4.41
"Poland", "Nominal", "Year-on-year changes, in per cent", "2013-Q1", -5.6
"Poland", "Nominal", "Year-on-year changes, in per cent", "2013-Q2", -5.16
"Poland", "Nominal", "Year-on-year changes, in per cent", "2013-Q3", -3.92
"Poland", "Nominal", "Year-on-year changes, in per cent", "2013-Q4", -2.79
"Poland", "Nominal", "Year-on-year changes, in per cent", "2014-Q1", -0.56
"Poland", "Nominal", "Year-on-year changes, in per cent", "2014-Q2", 1.83
"Poland", "Nominal", "Year-on-year changes, in per cent", "2014-Q3", 1.26
"Poland", "Nominal", "Year-on-year changes, in per cent", "2014-Q4", 1.43
"Poland", "Nominal", "Year-on-year changes, in per cent", "2015-Q1", 1.96
"Poland", "Nominal", "Year-on-year changes, in per cent", "2015-Q2", 1.15
"Poland", "Nominal", "Year-on-year changes, in per cent", "2015-Q3", 1.99
"Poland", "Nominal", "Year-on-year changes, in per cent", "2015-Q4", 1.0
"Poland", "Nominal", "Year-on-year changes, in per cent", "2016-Q1", 0.96
"Poland", "Nominal", "Year-on-year changes, in per cent", "2016-Q2", 0.4
"Poland", "Nominal", "Year-on-year changes, in per cent", "2016-Q3", 2.09
"Poland", "Real", "Index, 2010 = 100", "2010-Q1", 100.06
"Poland", "Real", "Index, 2010 = 100", "2010-Q2", 100.28
"Poland", "Real", "Index, 2010 = 100", "2010-Q3", 100.36
"Poland", "Real", "Index, 2010 = 100", "2010-Q4", 99.31
"Poland", "Real", "Index, 2010 = 100", "2011-Q1", 97.36
"Poland", "Real", "Index, 2010 = 100", "2011-Q2", 96.63
"Poland", "Real", "Index, 2010 = 100", "2011-Q3", 95.91
"Poland", "Real", "Index, 2010 = 100", "2011-Q4", 94.19
"Poland", "Real", "Index, 2010 = 100", "2012-Q1", 91.38
"Poland", "Real", "Index, 2010 = 100", "2012-Q2", 89.67
"Poland", "Real", "Index, 2010 = 100", "2012-Q3", 88.84
"Poland", "Real", "Index, 2010 = 100", "2012-Q4", 87.41
"Poland", "Real", "Index, 2010 = 100", "2013-Q1", 84.91
"Poland", "Real", "Index, 2010 = 100", "2013-Q2", 84.36
"Poland", "Real", "Index, 2010 = 100", "2013-Q3", 84.22
"Poland", "Real", "Index, 2010 = 100", "2013-Q4", 84.2
"Poland", "Real", "Index, 2010 = 100", "2014-Q1", 83.69
"Poland", "Real", "Index, 2010 = 100", "2014-Q2", 85.5
"Poland", "Real", "Index, 2010 = 100", "2014-Q3", 85.37
"Poland", "Real", "Index, 2010 = 100", "2014-Q4", 85.87
"Poland", "Real", "Index, 2010 = 100", "2015-Q1", 86.4
"Poland", "Real", "Index, 2010 = 100", "2015-Q2", 87.18
"Poland", "Real", "Index, 2010 = 100", "2015-Q3", 87.78
"Poland", "Real", "Index, 2010 = 100", "2015-Q4", 87.43
"Poland", "Real", "Index, 2010 = 100", "2016-Q1", 88.12
"Poland", "Real", "Index, 2010 = 100", "2016-Q2", 88.45
"Poland", "Real", "Index, 2010 = 100", "2016-Q3", 90.34
"Poland", "Real", "Year-on-year changes, in per cent", "2011-Q1", -2.7
"Poland", "Real", "Year-on-year changes, in per cent", "2011-Q2", -3.64
"Poland", "Real", "Year-on-year changes, in per cent", "2011-Q3", -4.43
"Poland", "Real", "Year-on-year changes, in per cent", "2011-Q4", -5.15
"Poland", "Real", "Year-on-year changes, in per cent", "2012-Q1", -6.14
"Poland", "Real", "Year-on-year changes, in per cent", "2012-Q2", -7.21
"Poland", "Real", "Year-on-year changes, in per cent", "2012-Q3", -7.37
"Poland", "Real", "Year-on-year changes, in per cent", "2012-Q4", -7.19
"Poland", "Real", "Year-on-year changes, in per cent", "2013-Q1", -7.08
"Poland", "Real", "Year-on-year changes, in per cent", "2013-Q2", -5.92
"Poland", "Real", "Year-on-year changes, in per cent", "2013-Q3", -5.21
"Poland", "Real", "Year-on-year changes, in per cent", "2013-Q4", -3.68
"Poland", "Real", "Year-on-year changes, in per cent", "2014-Q1", -1.43
"Poland", "Real", "Year-on-year changes, in per cent", "2014-Q2", 1.35
"Poland", "Real", "Year-on-year changes, in per cent", "2014-Q3", 1.38
"Poland", "Real", "Year-on-year changes, in per cent", "2014-Q4", 1.99
"Poland", "Real", "Year-on-year changes, in per cent", "2015-Q1", 3.24
"Poland", "Real", "Year-on-year changes, in per cent", "2015-Q2", 1.96
"Poland", "Real", "Year-on-year changes, in per cent", "2015-Q3", 2.81
"Poland", "Real", "Year-on-year changes, in per cent", "2015-Q4", 1.82
"Poland", "Real", "Year-on-year changes, in per cent", "2016-Q1", 1.98
"Poland", "Real", "Year-on-year changes, in per cent", "2016-Q2", 1.45
"Poland", "Real", "Year-on-year changes, in per cent", "2016-Q3", 2.92
"Portugal", "Nominal", "Index, 2010 = 100", "2008-Q1", 101.75
"Portugal", "Nominal", "Index, 2010 = 100", "2008-Q2", 102.08
"Portugal", "Nominal", "Index, 2010 = 100", "2008-Q3", 99.26
"Portugal", "Nominal", "Index, 2010 = 100", "2008-Q4", 97.56
"Portugal", "Nominal", "Index, 2010 = 100", "2009-Q1", 98.43
"Portugal", "Nominal", "Index, 2010 = 100", "2009-Q2", 99.34
"Portugal", "Nominal", "Index, 2010 = 100", "2009-Q3", 99.39
"Portugal", "Nominal", "Index, 2010 = 100", "2009-Q4", 99.79
"Portugal", "Nominal", "Index, 2010 = 100", "2010-Q1", 100.36
"Portugal", "Nominal", "Index, 2010 = 100", "2010-Q2", 100.75
"Portugal", "Nominal", "Index, 2010 = 100", "2010-Q3", 99.96
"Portugal", "Nominal", "Index, 2010 = 100", "2010-Q4", 98.93
"Portugal", "Nominal", "Index, 2010 = 100", "2011-Q1", 98.23
"Portugal", "Nominal", "Index, 2010 = 100", "2011-Q2", 96.11
"Portugal", "Nominal", "Index, 2010 = 100", "2011-Q3", 94.53
"Portugal", "Nominal", "Index, 2010 = 100", "2011-Q4", 91.51
"Portugal", "Nominal", "Index, 2010 = 100", "2012-Q1", 90.21
"Portugal", "Nominal", "Index, 2010 = 100", "2012-Q2", 88.16
"Portugal", "Nominal", "Index, 2010 = 100", "2012-Q3", 87.28
"Portugal", "Nominal", "Index, 2010 = 100", "2012-Q4", 87.85
"Portugal", "Nominal", "Index, 2010 = 100", "2013-Q1", 86.11
"Portugal", "Nominal", "Index, 2010 = 100", "2013-Q2", 85.93
"Portugal", "Nominal", "Index, 2010 = 100", "2013-Q3", 86.39
"Portugal", "Nominal", "Index, 2010 = 100", "2013-Q4", 88.39
"Portugal", "Nominal", "Index, 2010 = 100", "2014-Q1", 89.57
"Portugal", "Nominal", "Index, 2010 = 100", "2014-Q2", 91.01
"Portugal", "Nominal", "Index, 2010 = 100", "2014-Q3", 90.64
"Portugal", "Nominal", "Index, 2010 = 100", "2014-Q4", 90.34
"Portugal", "Nominal", "Index, 2010 = 100", "2015-Q1", 90.3
"Portugal", "Nominal", "Index, 2010 = 100", "2015-Q2", 93.68
"Portugal", "Nominal", "Index, 2010 = 100", "2015-Q3", 93.75
"Portugal", "Nominal", "Index, 2010 = 100", "2015-Q4", 94.86
"Portugal", "Nominal", "Index, 2010 = 100", "2016-Q1", 96.56
"Portugal", "Nominal", "Index, 2010 = 100", "2016-Q2", 99.58
"Portugal", "Nominal", "Index, 2010 = 100", "2016-Q3", 100.89
"Portugal", "Nominal", "Year-on-year changes, in per cent", "2009-Q1", -3.26
"Portugal", "Nominal", "Year-on-year changes, in per cent", "2009-Q2", -2.68
"Portugal", "Nominal", "Year-on-year changes, in per cent", "2009-Q3", 0.13
"Portugal", "Nominal", "Year-on-year changes, in per cent", "2009-Q4", 2.29
"Portugal", "Nominal", "Year-on-year changes, in per cent", "2010-Q1", 1.96
"Portugal", "Nominal", "Year-on-year changes, in per cent", "2010-Q2", 1.42
"Portugal", "Nominal", "Year-on-year changes, in per cent", "2010-Q3", 0.57
"Portugal", "Nominal", "Year-on-year changes, in per cent", "2010-Q4", -0.86
"Portugal", "Nominal", "Year-on-year changes, in per cent", "2011-Q1", -2.12
"Portugal", "Nominal", "Year-on-year changes, in per cent", "2011-Q2", -4.61
"Portugal", "Nominal", "Year-on-year changes, in per cent", "2011-Q3", -5.43
"Portugal", "Nominal", "Year-on-year changes, in per cent", "2011-Q4", -7.5
"Portugal", "Nominal", "Year-on-year changes, in per cent", "2012-Q1", -8.16
"Portugal", "Nominal", "Year-on-year changes, in per cent", "2012-Q2", -8.27
"Portugal", "Nominal", "Year-on-year changes, in per cent", "2012-Q3", -7.67
"Portugal", "Nominal", "Year-on-year changes, in per cent", "2012-Q4", -4.0
"Portugal", "Nominal", "Year-on-year changes, in per cent", "2013-Q1", -4.54
"Portugal", "Nominal", "Year-on-year changes, in per cent", "2013-Q2", -2.53
"Portugal", "Nominal", "Year-on-year changes, in per cent", "2013-Q3", -1.02
"Portugal", "Nominal", "Year-on-year changes, in per cent", "2013-Q4", 0.61
"Portugal", "Nominal", "Year-on-year changes, in per cent", "2014-Q1", 4.02
"Portugal", "Nominal", "Year-on-year changes, in per cent", "2014-Q2", 5.91
"Portugal", "Nominal", "Year-on-year changes, in per cent", "2014-Q3", 4.92
"Portugal", "Nominal", "Year-on-year changes, in per cent", "2014-Q4", 2.21
"Portugal", "Nominal", "Year-on-year changes, in per cent", "2015-Q1", 0.82
"Portugal", "Nominal", "Year-on-year changes, in per cent", "2015-Q2", 2.93
"Portugal", "Nominal", "Year-on-year changes, in per cent", "2015-Q3", 3.43
"Portugal", "Nominal", "Year-on-year changes, in per cent", "2015-Q4", 5.0
"Portugal", "Nominal", "Year-on-year changes, in per cent", "2016-Q1", 6.93
"Portugal", "Nominal", "Year-on-year changes, in per cent", "2016-Q2", 6.3
"Portugal", "Nominal", "Year-on-year changes, in per cent", "2016-Q3", 7.62
"Portugal", "Real", "Index, 2010 = 100", "2008-Q1", 103.39
"Portugal", "Real", "Index, 2010 = 100", "2008-Q2", 101.93
"Portugal", "Real", "Index, 2010 = 100", "2008-Q3", 99.37
"Portugal", "Real", "Index, 2010 = 100", "2008-Q4", 98.21
"Portugal", "Real", "Index, 2010 = 100", "2009-Q1", 100.03
"Portugal", "Real", "Index, 2010 = 100", "2009-Q2", 100.3
"Portugal", "Real", "Index, 2010 = 100", "2009-Q3", 101.03
"Portugal", "Real", "Index, 2010 = 100", "2009-Q4", 101.16
"Portugal", "Real", "Index, 2010 = 100", "2010-Q1", 101.69
"Portugal", "Real", "Index, 2010 = 100", "2010-Q2", 100.73
"Portugal", "Real", "Index, 2010 = 100", "2010-Q3", 99.67
"Portugal", "Real", "Index, 2010 = 100", "2010-Q4", 97.96
"Portugal", "Real", "Index, 2010 = 100", "2011-Q1", 95.95
"Portugal", "Real", "Index, 2010 = 100", "2011-Q2", 92.6
"Portugal", "Real", "Index, 2010 = 100", "2011-Q3", 91.33
"Portugal", "Real", "Index, 2010 = 100", "2011-Q4", 87.2
"Portugal", "Real", "Index, 2010 = 100", "2012-Q1", 85.21
"Portugal", "Real", "Index, 2010 = 100", "2012-Q2", 82.63
"Portugal", "Real", "Index, 2010 = 100", "2012-Q3", 81.94
"Portugal", "Real", "Index, 2010 = 100", "2012-Q4", 82.08
"Portugal", "Real", "Index, 2010 = 100", "2013-Q1", 81.17
"Portugal", "Real", "Index, 2010 = 100", "2013-Q2", 80.04
"Portugal", "Real", "Index, 2010 = 100", "2013-Q3", 80.83
"Portugal", "Real", "Index, 2010 = 100", "2013-Q4", 82.65
"Portugal", "Real", "Index, 2010 = 100", "2014-Q1", 84.54
"Portugal", "Real", "Index, 2010 = 100", "2014-Q2", 85.05
"Portugal", "Real", "Index, 2010 = 100", "2014-Q3", 85.26
"Portugal", "Real", "Index, 2010 = 100", "2014-Q4", 84.56
"Portugal", "Real", "Index, 2010 = 100", "2015-Q1", 85.31
"Portugal", "Real", "Index, 2010 = 100", "2015-Q2", 86.93
"Portugal", "Real", "Index, 2010 = 100", "2015-Q3", 87.51
"Portugal", "Real", "Index, 2010 = 100", "2015-Q4", 88.3
"Portugal", "Real", "Index, 2010 = 100", "2016-Q1", 90.73
"Portugal", "Real", "Index, 2010 = 100", "2016-Q2", 91.98
"Portugal", "Real", "Index, 2010 = 100", "2016-Q3", 93.57
"Portugal", "Real", "Year-on-year changes, in per cent", "2009-Q1", -3.25
"Portugal", "Real", "Year-on-year changes, in per cent", "2009-Q2", -1.6
"Portugal", "Real", "Year-on-year changes, in per cent", "2009-Q3", 1.67
"Portugal", "Real", "Year-on-year changes, in per cent", "2009-Q4", 3.01
"Portugal", "Real", "Year-on-year changes, in per cent", "2010-Q1", 1.66
"Portugal", "Real", "Year-on-year changes, in per cent", "2010-Q2", 0.43
"Portugal", "Real", "Year-on-year changes, in per cent", "2010-Q3", -1.35
"Portugal", "Real", "Year-on-year changes, in per cent", "2010-Q4", -3.17
"Portugal", "Real", "Year-on-year changes, in per cent", "2011-Q1", -5.64
"Portugal", "Real", "Year-on-year changes, in per cent", "2011-Q2", -8.06
"Portugal", "Real", "Year-on-year changes, in per cent", "2011-Q3", -8.37
"Portugal", "Real", "Year-on-year changes, in per cent", "2011-Q4", -10.98
"Portugal", "Real", "Year-on-year changes, in per cent", "2012-Q1", -11.2
"Portugal", "Real", "Year-on-year changes, in per cent", "2012-Q2", -10.77
"Portugal", "Real", "Year-on-year changes, in per cent", "2012-Q3", -10.28
"Portugal", "Real", "Year-on-year changes, in per cent", "2012-Q4", -5.86
